Genotype_Micro,Genotype,known_geno,Treatment,Tank,number_Samples,Final_State,R_final_state,Final_fraction_Disease,Days_to_disease_signs,days_from_initial_to_final,General_Notes,Extra_notes,extra2_notes,extra3_notes,Experiment,sample,tube_number,box,ID_Micro,SampleLocation,Disease_Exposed,Disease_Outcome,Disease_Prevalence,Sample_Uniq_ID,Exp_1,Exp_2,Exp_3,Exp_4,Sampled,timepoint,sample_date,Date_initial,Date_final,Date_exp_started,Real_timepoint,R_TP,R_treat,Order_TP
M30,M30,N,C,59,4,Control,Healthy,0,NA,NA,NA,second final,NA,NA,4,192-3_4/2/22,192,3,59 _ 4 _ M30,T_192_Exp_4_Box_3,0,0,1,T_192_Exp_4,0,0,0,1,1,Early_Exposure,4/2/22,4/4/22,4/1/22,3/31/22,Early_Exposure,EE,C,3
M14,M14,N,C,58,4,Control,Healthy,0,NA,NA,NA,NA,NA,NA,4,199-3_4/2/22,199,3,58 _ 4 _ M14,T_199_Exp_4_Box_3,0,0,1,T_199_Exp_4,0,0,0,1,1,Early_Exposure,4/2/22,4/4/22,4/6/22,3/31/22,Early_Exposure,EE,C,3
AE3,AE3,Y,C,52,4,Control,Healthy,0,NA,NA,NA,NA,NA,NA,4,225-3_4/2/22,225,3,52 _ 4 _ AE3,T_225_Exp_4_Box_3,0,0,1,T_225_Exp_4,0,0,0,1,1,Early_Exposure,4/2/22,4/4/22,4/6/22,3/31/22,Early_Exposure,EE,C,3
GB8,GB8,N,C,58,4,Control,Healthy,0,NA,NA,NA,second initial pair,NA,NA,4,201-3_4/2/22,201,3,58 _ 4 _ GB8,T_201_Exp_4_Box_3,0,0,0.333333333,T_201_Exp_4,0,0,0,1,1,Early_Exposure,4/2/22,4/5/22,4/18/22,3/31/22,Early_Exposure,EE,C,3
M36,M36,N,C,52,4,Control,Healthy,0,NA,NA,NA,ID pair,NA,NA,4,226-3_4/2/22,226,3,52 _ 4 _ M36,T_226_Exp_4_Box_3,0,0,1,T_226_Exp_4,0,0,0,1,1,Early_Exposure,4/2/22,4/6/22,4/8/22,3/31/22,Early_Exposure,EE,C,3
M4,M4,N,C,51,4,Control,Healthy,0,NA,NA,NA,NA,NA,NA,4,230-3_4/2/22,230,3,51 _ 4 _ M4,T_230_Exp_4_Box_3,0,0,0.666666667,T_230_Exp_4,0,0,0,1,1,Early_Exposure,4/2/22,4/6/22,4/4/22,3/31/22,Early_Exposure,EE,C,3
GB10,GB10,N,C,54,4,Control,Healthy,0,NA,NA,NA,second final,NA,NA,4,215-3_4/2/22,215,3,54 _ 4 _ GB10,T_215_Exp_4_Box_3,0,0,0.666666667,T_215_Exp_4,0,0,0,1,1,Early_Exposure,4/2/22,4/7/22,4/9/22,3/31/22,Early_Exposure,EE,C,3
M7,M7,N,C,54,4,Control,Healthy,0,NA,NA,NA,NA,NA,NA,4,217-3_4/2/22,217,3,54 _ 4 _ M7,T_217_Exp_4_Box_3,0,0,1,T_217_Exp_4,0,0,0,1,1,Early_Exposure,4/2/22,4/8/22,4/9/22,3/31/22,Early_Exposure,EE,C,3
GB22,GB22,N,C,62,4,Control,Healthy,0,NA,NA,NA,NA,NA,NA,4,180-3_4/2/22,180,3,62 _ 4 _ GB22,T_180_Exp_4_Box_3,0,0,1,T_180_Exp_4,0,0,0,1,1,Early_Exposure,4/2/22,4/9/22,4/15/22,3/31/22,Early_Exposure,EE,C,3
M28,M28,N,C,60,4,Control,Healthy,0,NA,NA,NA,initial disease,final,NA,4,188-3_4/2/22,188,3,60 _ 4 _ M28,T_188_Exp_4_Box_3,0,0,1,T_188_Exp_4,0,0,0,1,1,Early_Exposure,4/2/22,4/10/22,4/12/22,3/31/22,Early_Exposure,EE,C,3
UK 36,UK_36,Y,C,51,4,Control,Healthy,0,NA,NA,NA,NA,NA,NA,4,227-3_4/2/22,227,3,51 _ 4 _ UK 36,T_227_Exp_4_Box_3,0,0,1,T_227_Exp_4,0,0,0,1,1,Early_Exposure,4/2/22,4/12/22,4/13/22,3/31/22,Early_Exposure,EE,C,3
M33,M33,N,C,61,3,Control,Healthy,0,NA,NA,NA,NA,NA,NA,4,182-3_4/2/22,182,3,61 _ 4 _ M33,T_182_Exp_4_Box_3,0,0,1,T_182_Exp_4,0,0,0,1,1,Early_Exposure,4/2/22,NA,4/14/22,3/31/22,Early_Exposure,EE,C,3
M32,M32,N,C,61,3,Control,Healthy,0,NA,NA,NA,final,NA,NA,4,183-3_4/2/22,183,3,61 _ 4 _ M32,T_183_Exp_4_Box_3,0,0,0.666666667,T_183_Exp_4,0,0,0,1,1,Early_Exposure,4/2/22,NA,4/6/22,3/31/22,Early_Exposure,EE,C,3
M3,M3,N,C,61,3,Control,Healthy,0,NA,NA,NA,NA,NA,NA,4,184-3_4/2/22,184,3,61 _ 4 _ M3,T_184_Exp_4_Box_3,0,0,1,T_184_Exp_4,0,0,0,1,1,Early_Exposure,4/2/22,NA,4/4/22,3/31/22,Early_Exposure,EE,C,3
M29,M29,N,C,61,3,Control,Healthy,0,NA,NA,NA,second final,NA,NA,4,185-3_4/2/22,185,3,61 _ 4 _ M29,T_185_Exp_4_Box_3,0,0,1,T_185_Exp_4,0,0,0,1,1,Early_Exposure,4/2/22,NA,4/1/22,3/31/22,Early_Exposure,EE,C,3
M24,M24,N,C,61,3,Control,Healthy,0,NA,NA,NA,NA,NA,NA,4,186-3_4/2/22,186,3,61 _ 4 _ M24,T_186_Exp_4_Box_3,0,0,1,T_186_Exp_4,0,0,0,1,1,Early_Exposure,4/2/22,NA,4/7/22,3/31/22,Early_Exposure,EE,C,3
M31,M31,N,C,60,3,Control,Healthy,0,NA,NA,NA,second final,NA,NA,4,187-3_4/2/22,187,3,60 _ 4 _ M31,T_187_Exp_4_Box_3,0,0,0.666666667,T_187_Exp_4,0,0,0,1,1,Early_Exposure,4/2/22,NA,4/6/22,3/31/22,Early_Exposure,EE,C,3
M18,M18,N,C,59,3,Control,Healthy,0,NA,NA,NA,NA,NA,NA,4,195-3_4/2/22,195,3,59 _ 4 _ M18,T_195_Exp_4_Box_3,0,0,1,T_195_Exp_4,0,0,0,1,1,Early_Exposure,4/2/22,NA,4/3/22,3/31/22,Early_Exposure,EE,C,3
M15,M15,N,C,59,3,Control,Healthy,0,NA,NA,NA,NA,NA,NA,4,196-3_4/2/22,196,3,59 _ 4 _ M15,T_196_Exp_4_Box_3,0,0,1,T_196_Exp_4,0,0,0,1,1,Early_Exposure,4/2/22,NA,4/4/22,3/31/22,Early_Exposure,EE,C,3
M26,M26,N,C,58,3,Control,Healthy,0,NA,NA,NA,NA,NA,NA,4,197-3_4/2/22,197,3,58 _ 4 _ M26,T_197_Exp_4_Box_3,0,0,1,T_197_Exp_4,0,0,0,1,1,Early_Exposure,4/2/22,NA,4/5/22,3/31/22,Early_Exposure,EE,C,3
M2,M2,N,C,58,3,Control,Healthy,0,NA,NA,NA,second final,NA,NA,4,198-3_4/2/22,198,3,58 _ 4 _ M2,T_198_Exp_4_Box_3,0,0,1,T_198_Exp_4,0,0,0,1,1,Early_Exposure,4/2/22,NA,4/1/22,3/31/22,Early_Exposure,EE,C,3
GB21,GB21,N,C,57,3,Control,Healthy,0,NA,NA,NA,NA,NA,NA,4,205-3_4/2/22,205,3,57 _ 4 _ GB21,T_205_Exp_4_Box_3,0,0,0.666666667,T_205_Exp_4,0,0,0,1,1,Early_Exposure,4/2/22,NA,4/18/22,3/31/22,Early_Exposure,EE,C,3
GB2,GB2,N,C,56,3,Control,Healthy,0,NA,NA,NA,NA,NA,NA,4,207-3_4/2/22,207,3,56 _ 4 _ GB2,T_207_Exp_4_Box_3,0,0,1,T_207_Exp_4,0,0,0,1,1,Early_Exposure,4/2/22,NA,4/3/22,3/31/22,Early_Exposure,EE,C,3
GB15,GB15,N,C,56,3,Control,Healthy,0,NA,NA,NA,NA,NA,NA,4,208-3_4/2/22,208,3,56 _ 4 _ GB15,T_208_Exp_4_Box_3,0,0,1,T_208_Exp_4,0,0,0,1,1,Early_Exposure,4/2/22,NA,4/10/22,3/31/22,Early_Exposure,EE,C,3
GB16,GB16,N,C,55,3,Control,Healthy,0,NA,NA,NA,NA,NA,NA,4,210-3_4/2/22,210,3,55 _ 4 _ GB16,T_210_Exp_4_Box_3,0,0,1,T_210_Exp_4,0,0,0,1,1,Early_Exposure,4/2/22,NA,4/5/22,3/31/22,Early_Exposure,EE,C,3
GB14,GB14,N,C,55,3,Control,Healthy,0,NA,NA,NA,NA,NA,NA,4,211-3_4/2/22,211,3,55 _ 4 _ GB14,T_211_Exp_4_Box_3,0,0,0.666666667,T_211_Exp_4,0,0,0,1,1,Early_Exposure,4/2/22,NA,4/6/22,3/31/22,Early_Exposure,EE,C,3
15-349,15_349,Y,C,55,3,Control,Healthy,0,NA,NA,NA,NA,NA,NA,4,212-3_4/2/22,212,3,55 _ 4 _ 15-349,T_212_Exp_4_Box_3,0,0,0.666666667,T_212_Exp_4,0,0,0,1,1,Early_Exposure,4/2/22,NA,4/18/22,3/31/22,Early_Exposure,EE,C,3
GB9,GB9,N,C,54,3,Control,Healthy,0,NA,NA,NA,NA,NA,NA,4,213-3_4/2/22,213,3,54 _ 4 _ GB9,T_213_Exp_4_Box_3,0,0,1,T_213_Exp_4,0,0,0,1,1,Early_Exposure,4/2/22,NA,4/4/22,3/31/22,Early_Exposure,EE,C,3
GB18,GB18,N,C,54,3,Control,Healthy,0,NA,NA,NA,NA,NA,NA,4,214-3_4/2/22,214,3,54 _ 4 _ GB18,T_214_Exp_4_Box_3,0,0,1,T_214_Exp_4,0,0,0,1,1,Early_Exposure,4/2/22,NA,4/4/22,3/31/22,Early_Exposure,EE,C,3
AE5,AE5,Y,C,54,3,Control,Healthy,0,NA,NA,NA,NA,NA,NA,4,216-3_4/2/22,216,3,54 _ 4 _ AE5,T_216_Exp_4_Box_3,0,0,0.5,T_216_Exp_4,0,0,0,1,1,Early_Exposure,4/2/22,NA,4/18/22,3/31/22,Early_Exposure,EE,C,3
GB3,GB3,N,C,53,3,Control,Healthy,0,NA,NA,NA,NA,NA,NA,4,218-3_4/2/22,218,3,53 _ 4 _ GB3,T_218_Exp_4_Box_3,0,0,0.666666667,T_218_Exp_4,0,0,0,1,1,Early_Exposure,4/2/22,NA,4/18/22,3/31/22,Early_Exposure,EE,C,3
F12,F12,Y,C,53,3,Control,Healthy,0,NA,NA,NA,final,NA,NA,4,220-3_4/2/22,220,3,53 _ 4 _ F12,T_220_Exp_4_Box_3,0,0,1,T_220_Exp_4,0,0,0,1,1,Early_Exposure,4/2/22,NA,4/4/22,3/31/22,Early_Exposure,EE,C,3
OF657,OF657,Y,C,52,3,Control,Healthy,0,NA,NA,NA,NA,NA,NA,4,223-3_4/2/22,223,3,52 _ 4 _ OF657,T_223_Exp_4_Box_3,0,0,0.666666667,T_223_Exp_4,0,0,0,1,1,Early_Exposure,4/2/22,NA,4/8/22,3/31/22,Early_Exposure,EE,C,3
M8,M8,N,C,51,3,Control,Healthy,0,NA,NA,lost tissue (0.6) and was quarantined,NA,NA,NA,4,229-3_4/2/22,229,3,51 _ 4 _ M8,T_229_Exp_4_Box_3,0,0,0.5,T_229_Exp_4,0,0,0,1,1,Early_Exposure,4/2/22,NA,4/7/22,3/31/22,Early_Exposure,EE,C,3
M35,M35,N,C,51,3,Control,Healthy,0,NA,NA,NA,NA,NA,NA,4,231-3_4/2/22,231,3,51 _ 4 _ M35,T_231_Exp_4_Box_3,0,0,1,T_231_Exp_4,0,0,0,1,1,Early_Exposure,4/2/22,NA,4/7/22,3/31/22,Early_Exposure,EE,C,3
M11,M11,N,C,57,3,Control,Healthy,0,NA,NA,NA,NA,NA,NA,4,203-3_4/2/22,203,3,57 _ 4 _ M11,T_203_Exp_4_Box_3,0,0,1,T_203_Exp_4,0,0,0,1,1,Final,4/2/22,4/1/22,4/2/22,3/31/22,Early_Exposure,EE,C,3
GB13,GB13,N,C,52,3,Control,Healthy,0,NA,NA,NA,final pair,NA,NA,4,224-3_4/2/22,224,3,52 _ 4 _ GB13,T_224_Exp_4_Box_3,0,0,0.666666667,T_224_Exp_4,0,0,0,1,1,Initial_Disease,4/2/22,4/2/22,3/4/22,3/31/22,Early_Exposure,EE,C,3
M9,M9,N,C,53,3,Control,Healthy,0,NA,NA,NA,NA,NA,NA,4,221-3_4/2/22,221,3,53 _ 4 _ M9,T_221_Exp_4_Box_3,0,0,1,T_221_Exp_4,0,0,0,1,1,Initial_Disease,4/2/22,4/2/22,4/3/22,3/31/22,Early_Exposure,EE,C,3
M34,M34,N,C,62,3,Control,Healthy,0,NA,NA,NA,initial disease,final,NA,4,181-3_4/2/22,181,3,62 _ 4 _ M34,T_181_Exp_4_Box_3,0,0,1,T_181_Exp_4,0,0,0,1,1,Initial_Disease,4/2/22,4/2/22,4/5/22,3/31/22,Early_Exposure,EE,C,3
M21,M21,N,C,60,3,Control,Healthy,0,NA,NA,NA,final,NA,NA,4,189-3_4/2/2022,189,3,60 _ 4 _ M21,T_189_Exp_4_Box_3,0,0,0.666666667,T_189_Exp_4,0,0,0,1,1,Initial_Disease,4/2/22,4/2/22,4/13/22,3/31/22,Early_Exposure,EE,C,3
S483,S483,Y,C,63,4,Control,Healthy,0,NA,NA,two samples on 2/18 one for initial disease on geno in t29 and one for final for geno in t6,NA,NA,NA,2,302-4_2/14/22,302,4,63 _ 2 _ S483,T_302_Exp_2_Box_4,0,0,1,T_302_Exp_2,0,1,0,0,1,Early_Exposure,2/14/22,2/18/22,2/18/22,2/12/22,Early_Exposure,EE,C,3
GB8,GB8,N,C,65,4,Control,Healthy,0,NA,NA,NA,NA,NA,NA,2,310-4_2/14/22,310,4,65 _ 2 _ GB8,T_310_Exp_2_Box_4,0,0,0.333333333,T_310_Exp_2,0,1,0,0,1,Early_Exposure,2/14/22,2/23/22,2/23/22,2/12/22,Early_Exposure,EE,C,3
OF23,OF23,Y,C,54,4,Control,Healthy,0,NA,NA,NA,NA,NA,NA,2,260-3_2/14/22,260,3,54 _ 2 _ OF23,T_260_Exp_2_Box_3,0,0,1,T_260_Exp_2,0,1,0,0,1,Early_Exposure,2/14/22,2/13/22,2/18/22,2/12/22,Early_Exposure,EE,C,3
OF700,OF700,Y,C,55,4,Control,Healthy,0,NA,NA,NA,NA,NA,NA,2,264-3_2/14/22,264,3,55 _ 2 _ OF700,T_264_Exp_2_Box_3,0,0,1,T_264_Exp_2,0,1,0,0,1,Early_Exposure,2/14/22,2/13/22,2/15/22,2/12/22,Early_Exposure,EE,C,3
GB9,GB9,N,C,59,4,Control,Healthy,0,NA,NA,NA,NA,NA,NA,2,281-3_2/14/22,281,3,59 _ 2 _ GB9,T_281_Exp_2_Box_3,0,0,1,T_281_Exp_2,0,1,0,0,1,Early_Exposure,2/14/22,2/13/22,2/15/22,2/12/22,Early_Exposure,EE,C,3
OF649,OF649,Y,C,61,4,Control,Healthy,0,NA,NA,NA,NA,NA,NA,2,293-4_2/14/22,293,4,61 _ 2 _ OF649,T_293_Exp_2_Box_4,0,0,1,T_293_Exp_2,0,1,0,0,1,Early_Exposure,2/14/22,2/13/22,2/14/22,2/12/22,Early_Exposure,EE,C,3
OF61,OF61,Y,C,64,4,Control,Healthy,0,NA,NA,NA,NA,NA,NA,2,307-4_2/14/22,307,4,64 _ 2 _ OF61,T_307_Exp_2_Box_4,0,0,1,T_307_Exp_2,0,1,0,0,1,Early_Exposure,2/14/22,2/13/22,2/21/22,2/12/22,Early_Exposure,EE,C,3
GB6,GB6,N,C,68,4,Control,Healthy,0,NA,NA,NA,NA,NA,NA,2,328-4_2/14/22,328,4,68 _ 2 _ GB6,T_328_Exp_2_Box_4,0,0,0.5,T_328_Exp_2,0,1,0,0,1,Early_Exposure,2/14/22,2/13/22,2/23/22,2/12/22,Early_Exposure,EE,C,3
15-349,15_349,Y,C,58,4,Control,Healthy,0,NA,NA,NA,NA,NA,NA,2,274-3_2/14/22,274,3,58 _ 2 _ 15-349,T_274_Exp_2_Box_3,0,0,0.666666667,T_274_Exp_2,0,1,0,0,1,Early_Exposure,2/14/22,2/16/22,2/19/22,2/12/22,Early_Exposure,EE,C,3
F32,F32,Y,C,66,4,Control,Healthy,0,NA,NA,NA,NA,NA,NA,2,314-4_2/14/22,314,4,66 _ 2 _ F32,T_314_Exp_2_Box_4,0,0,1,T_314_Exp_2,0,1,0,0,1,Early_Exposure,2/14/22,2/16/22,2/17/22,2/12/22,Early_Exposure,EE,C,3
15-350,15_350,Y,C,69,4,Control,Healthy,0,NA,NA,NA,NA,NA,NA,2,330-4_2/14/22,330,4,69 _ 2 _ 15-350,T_330_Exp_2_Box_4,0,0,1,T_330_Exp_2,0,1,0,0,1,Early_Exposure,2/14/22,2/16/22,2/18/22,2/12/22,Early_Exposure,EE,C,3
OF99,OF99,Y,C,70,4,Control,Healthy,0,NA,NA,NA,NA,NA,NA,2,336-4_2/14/22,336,4,70 _ 2 _ OF99,T_336_Exp_2_Box_4,0,0,1,T_336_Exp_2,0,1,0,0,1,Early_Exposure,2/14/22,2/16/22,2/17/22,2/12/22,Early_Exposure,EE,C,3
OF592,OF592,Y,C,65,4,Control,Healthy,0,NA,NA,NA,NA,NA,NA,2,311-4_2/14/22,311,4,65 _ 2 _ OF592,T_311_Exp_2_Box_4,0,0,0.5,T_311_Exp_2,0,1,0,0,1,Early_Exposure,2/14/22,2/17/22,2/19/22,2/12/22,Early_Exposure,EE,C,3
GB12,GB12,N,C,54,4,Control,Healthy,0,NA,NA,NA,NA,NA,NA,2,256-3_2/14/22,256,3,54 _ 2 _ GB12,T_256_Exp_2_Box_3,0,0,1,T_256_Exp_2,0,1,0,0,1,Early_Exposure,2/14/22,2/18/22,2/23/22,2/12/22,Early_Exposure,EE,C,3
GB20,GB20,N,C,54,4,Control,Healthy,0,NA,NA,NA,NA,NA,NA,2,257-3_2/14/22,257,3,54 _ 2 _ GB20,T_257_Exp_2_Box_3,0,0,1,T_257_Exp_2,0,1,0,0,1,Early_Exposure,2/14/22,2/18/22,2/19/22,2/12/22,Early_Exposure,EE,C,3
S331,S331,Y,C,55,4,Control,Healthy,0,NA,NA,NA,NA,NA,NA,2,265-3_2/14/22,265,3,55 _ 2 _ S331,T_265_Exp_2_Box_3,0,0,1,T_265_Exp_2,0,1,0,0,1,Early_Exposure,2/14/22,2/18/22,2/19/22,2/12/22,Early_Exposure,EE,C,3
GB31,GB31,N,C,58,4,Control,Healthy,0,NA,NA,NA,NA,NA,NA,2,275-3_2/14/22,275,3,58 _ 2 _ GB31,T_275_Exp_2_Box_3,0,0,1,T_275_Exp_2,0,1,0,0,1,Early_Exposure,2/14/22,2/18/22,2/19/22,2/12/22,Early_Exposure,EE,C,3
OF200,OF200,Y,C,68,4,Control,Healthy,0,NA,NA,NA,NA,NA,NA,2,327-4_2/14/22,327,4,68 _ 2 _ OF200,T_327_Exp_2_Box_4,0,0,1,T_327_Exp_2,0,1,0,0,1,Early_Exposure,2/14/22,2/18/22,2/19/22,2/12/22,Early_Exposure,EE,C,3
OF416,OF416,Y,C,70,4,Control,Healthy,0,NA,NA,NA,NA,NA,NA,2,334-4_2/14/22,334,4,70 _ 2 _ OF416,T_334_Exp_2_Box_4,0,0,0.5,T_334_Exp_2,0,1,0,0,1,Early_Exposure,2/14/22,2/18/22,2/19/22,2/12/22,Early_Exposure,EE,C,3
GB19,GB19,N,C,56,4,Control,Healthy,0,NA,NA,NA,NA,NA,NA,2,269-3_2/14/22,269,3,56 _ 2 _ GB19,T_269_Exp_2_Box_3,0,0,1,T_269_Exp_2,0,1,0,0,1,Early_Exposure,2/14/22,2/19/22,2/20/22,2/12/22,Early_Exposure,EE,C,3
GB21,GB21,N,C,55,4,Control,Healthy,0,NA,NA,NA,NA,NA,NA,2,263-3_2/14/22,263,3,55 _ 2 _ GB21,T_263_Exp_2_Box_3,0,0,0.666666667,T_263_Exp_2,0,1,0,0,1,Early_Exposure,2/14/22,2/20/22,2/21/22,2/12/22,Early_Exposure,EE,C,3
GB24,GB24,N,C,51,3,Control,Healthy,0,NA,NA,NA,NA,NA,NA,2,242-3_2/14/22,242,3,51 _ 2 _ GB24,T_242_Exp_2_Box_3,0,0,0.666666667,T_242_Exp_2,0,1,0,0,1,Early_Exposure,2/14/22,NA,2/23/22,2/12/22,Early_Exposure,EE,C,3
GB27,GB27,N,C,51,3,Control,Healthy,0,NA,NA,NA,NA,NA,NA,2,244-3_2/14/22,244,3,51 _ 2 _ GB27,T_244_Exp_2_Box_3,0,0,0,T_244_Exp_2,0,1,0,0,1,Early_Exposure,2/14/22,NA,2/23/22,2/12/22,Early_Exposure,EE,C,3
S378,S378,Y,C,51,3,Control,Healthy,0,NA,NA,NA,NA,NA,NA,2,245-3_2/14/22,245,3,51 _ 2 _ S378,T_245_Exp_2_Box_3,0,0,1,T_245_Exp_2,0,1,0,0,1,Early_Exposure,2/14/22,NA,2/15/22,2/12/22,Early_Exposure,EE,C,3
UK25,UK25,Y,C,51,3,Control,Healthy,0,NA,NA,NA,NA,NA,NA,2,246-3_2/14/22,246,3,51 _ 2 _ UK25,T_246_Exp_2_Box_3,0,0,1,T_246_Exp_2,0,1,0,0,1,Early_Exposure,2/14/22,NA,2/18/22,2/12/22,Early_Exposure,EE,C,3
AE10,AE10,Y,C,52,3,Control,Healthy,0,NA,NA,NA,NA,NA,NA,2,247-3_2/14/22,247,3,52 _ 2 _ AE10,T_247_Exp_2_Box_3,0,0,0,T_247_Exp_2,0,1,0,0,1,Early_Exposure,2/14/22,NA,2/23/22,2/12/22,Early_Exposure,EE,C,3
GB26,GB26,N,C,52,3,Control,Healthy,0,NA,NA,NA,NA,NA,NA,2,248-3_2/14/22,248,3,52 _ 2 _ GB26,T_248_Exp_2_Box_3,0,0,0.333333333,T_248_Exp_2,0,1,0,0,1,Early_Exposure,2/14/22,NA,2/23/22,2/12/22,Early_Exposure,EE,C,3
GB29,GB29,N,C,52,3,Control,Healthy,0,NA,NA,NA,NA,NA,NA,2,249-3_2/14/22,249,3,52 _ 2 _ GB29,T_249_Exp_2_Box_3,0,0,1,T_249_Exp_2,0,1,0,0,1,Early_Exposure,2/14/22,NA,2/16/22,2/12/22,Early_Exposure,EE,C,3
OF662,OF662,Y,C,52,3,Control,Healthy,0,NA,NA,NA,NA,NA,NA,2,250-3_2/14/22,250,3,52 _ 2 _ OF662,T_250_Exp_2_Box_3,0,0,1,T_250_Exp_2,0,1,0,0,1,Early_Exposure,2/14/22,NA,2/18/22,2/12/22,Early_Exposure,EE,C,3
S503,S503,Y,C,52,3,Control,Healthy,0,NA,NA,NA,NA,NA,NA,2,251-3_2/14/22,251,3,52 _ 2 _ S503,T_251_Exp_2_Box_3,0,0,1,T_251_Exp_2,0,1,0,0,1,Early_Exposure,2/14/22,NA,2/17/22,2/12/22,Early_Exposure,EE,C,3
GB25,GB25,N,C,53,3,Control,Healthy,0,NA,NA,NA,NA,NA,NA,2,253-3_2/14/22,253,3,53 _ 2 _ GB25,T_253_Exp_2_Box_3,0,0,1,T_253_Exp_2,0,1,0,0,1,Early_Exposure,2/14/22,NA,2/15/22,2/12/22,Early_Exposure,EE,C,3
OF1,OF1,Y,C,53,3,Control,Healthy,0,NA,NA,NA,NA,NA,NA,2,254-3_2/14/22,254,3,53 _ 2 _ OF1,T_254_Exp_2_Box_3,0,0,1,T_254_Exp_2,0,1,0,0,1,Early_Exposure,2/14/22,NA,2/16/22,2/12/22,Early_Exposure,EE,C,3
OF656,OF656,Y,C,53,3,Control,Healthy,0,NA,NA,NA,NA,NA,NA,2,255-3_2/14/22,255,3,53 _ 2 _ OF656,T_255_Exp_2_Box_3,0,0,1,T_255_Exp_2,0,1,0,0,1,Early_Exposure,2/14/22,NA,2/21/22,2/12/22,Early_Exposure,EE,C,3
OF11,OF11,Y,C,54,3,Control,Healthy,0,NA,NA,NA,NA,NA,NA,2,259-3_2/14/22,259,3,54 _ 2 _ OF11,T_259_Exp_2_Box_3,0,0,1,T_259_Exp_2,0,1,0,0,1,Early_Exposure,2/14/22,NA,2/18/22,2/12/22,Early_Exposure,EE,C,3
GB1,GB1,N,C,55,3,Control,Healthy,0,NA,NA,NA,NA,NA,NA,2,261-3_2/14/22,261,3,55 _ 2 _ GB1,T_261_Exp_2_Box_3,0,0,1,T_261_Exp_2,0,1,0,0,1,Early_Exposure,2/14/22,NA,2/16/22,2/12/22,Early_Exposure,EE,C,3
GB17,GB17,N,C,55,3,Control,Healthy,0,NA,NA,NA,NA,NA,NA,2,262-3_2/14/22,262,3,55 _ 2 _ GB17,T_262_Exp_2_Box_3,0,0,0.666666667,T_262_Exp_2,0,1,0,0,1,Early_Exposure,2/14/22,NA,2/23/22,2/12/22,Early_Exposure,EE,C,3
15-353,15_353,Y,C,56,3,Control,Healthy,0,NA,NA,NA,NA,NA,NA,2,266-3_2/14/22,266,3,56 _ 2 _ 15-353,T_266_Exp_2_Box_3,0,0,1,T_266_Exp_2,0,1,0,0,1,Early_Exposure,2/14/22,NA,2/16/22,2/12/22,Early_Exposure,EE,C,3
AE5,AE5,Y,C,56,3,Control,Healthy,0,NA,NA,NA,NA,NA,NA,2,267-3_2/14/22,267,3,56 _ 2 _ AE5,T_267_Exp_2_Box_3,0,0,0.5,T_267_Exp_2,0,1,0,0,1,Early_Exposure,2/14/22,NA,2/15/22,2/12/22,Early_Exposure,EE,C,3
GB14,GB14,N,C,56,3,Control,Healthy,0,NA,NA,NA,NA,NA,NA,2,268-3_2/14/22,268,3,56 _ 2 _ GB14,T_268_Exp_2_Box_3,0,0,0.666666667,T_268_Exp_2,0,1,0,0,1,Early_Exposure,2/14/22,NA,2/23/22,2/12/22,Early_Exposure,EE,C,3
F32,F32,Y,C,56,3,Control,Healthy,0,NA,NA,NA,NA,NA,NA,2,270-3_2/14/22,270,3,56 _ 2 _ F32,T_270_Exp_2_Box_3,0,0,1,T_270_Exp_2,0,1,0,0,1,Early_Exposure,2/14/22,NA,2/16/22,2/12/22,Early_Exposure,EE,C,3
15-431,15_431,Y,C,57,3,Control,Healthy,0,NA,NA,NA,NA,NA,NA,2,271-3_2/14/22,271,3,57 _ 2 _ 15-431,T_271_Exp_2_Box_3,0,0,1,T_271_Exp_2,0,1,0,0,1,Early_Exposure,2/14/22,NA,2/16/22,2/12/22,Early_Exposure,EE,C,3
GB5,GB5,N,C,57,3,Control,Healthy,0,NA,NA,NA,NA,NA,NA,2,272-3_2/14/22,272,3,57 _ 2 _ GB5,T_272_Exp_2_Box_3,0,0,0.5,T_272_Exp_2,0,1,0,0,1,Early_Exposure,2/14/22,NA,2/23/22,2/12/22,Early_Exposure,EE,C,3
OF100,OF100,Y,C,57,3,Control,Healthy,0,NA,NA,NA,NA,NA,NA,2,273-3_2/14/22,273,3,57 _ 2 _ OF100,T_273_Exp_2_Box_3,0,0,1,T_273_Exp_2,0,1,0,0,1,Early_Exposure,2/14/22,NA,2/16/22,2/12/22,Early_Exposure,EE,C,3
GB4,GB4,N,C,58,3,Control,Healthy,0,NA,NA,NA,NA,NA,NA,2,276-3_2/14/22,276,3,58 _ 2 _ GB4,T_276_Exp_2_Box_3,0,0,0.666666667,T_276_Exp_2,0,1,0,0,1,Early_Exposure,2/14/22,NA,2/16/22,2/12/22,Early_Exposure,EE,C,3
OF602,OF602,Y,C,58,3,Control,Healthy,0,NA,NA,NA,NA,NA,NA,2,277-3_2/14/22,277,3,58 _ 2 _ OF602,T_277_Exp_2_Box_3,0,0,1,T_277_Exp_2,0,1,0,0,1,Early_Exposure,2/14/22,NA,2/17/22,2/12/22,Early_Exposure,EE,C,3
